name,useful_num,funny_num,games_owned,recommended,hours_played,review_date,text
Gears 5,14,0,26,-1,0.7,11/23,"張貼於：11 月 23 日
中文字幕只能跟隨中文語音

9012居然有大工廠的游戲不能中文字幕配英文語音"
Gears 5,16,2,2,-1,49.0,9/10,"張貼於：9 月 10 日
戰役玩到第二章的一半 遇到了10幾次夥伴斷線 7次惡性bug(還不算重複遇到的) 兩次GW502 以及無數次的操作嚴重延遲+無限讀取
幹我玩過1234+審判+一代重製 還沒遇過惡性BUG這麼多的一代 真的是突破了新的下限 到底是出了什麼事?
我真的強烈懷疑你們連戰役測試都沒做就上架了 幹不要為了搞電競 就忘記自己系列作的賣點好嗎? 二代都在為你們哭泣了"
Gears 5,9,1,38,-1,1.9,11/26,"張貼於：11 月 26 日
劇情字幕一直閃退npc說話也沒音效...."
Gears 5,16,4,"4,086",1,1.4,9/11,"張貼於：9 月 11 日
厉害了我的软！"
Gears 5,5,0,61,-1,15.4,12/22,"張貼於：12 月 22 日
BUG超多
下坡地敢進掩體就是卡住
一直按空白才出的來
開jack介面超高機率没有回應
連線狂斷
莫名閃退
開頭動畫不給跳過然後超大聲
閃退完逼你聽完
語音還要自己改才能不中配

除了以上的缺點之外，遊戲真的很好玩，我是說真的
超級可惜"
Gears 5,9,2,770,1,6.6,9/10,"張貼於：9 月 10 日
牛批！爽爆！微軟🐂🍻"
Gears 5,16,2,893,-1,0.7,9/14,"張貼於：9 月 14 日
想說的話不多
1.我是買 Ultimate 版本，說好的可以提早四天玩，結果卻在9/7(星期六)早上xbox live出問題，就因為這東西出問題而登不進去然後就不能玩? 連單機遊戲都做不到，就別賣這種東西出來浪費別人假日了。

2.不能調字幕&配音，我相信大家都罵到爛了.....

3.聲音的問題，很多人進遊戲是沒有聲音的(包含我)，解決方式是把其他的聲音輸出都停用。我不曉得這種爛設計的用意是甚麼，這一進入遊戲就會發現的問題居然沒解決好才發售...

4.至於遊戲內容就不多說了，這評論是我在遊戲時間41分鐘時寫的，這41分鐘我都在嘗試解決各種我玩其他遊戲都不會遇到的問題，而我的實際遊戲時間僅有1分鐘不到...超想罵髒話哪有心情玩下去

5.實在不推薦買這遊戲，真的想玩就去隔壁花60塊租兩個月玩一玩就算了...."
Gears 5,17,4,"1,038",1,49.9,9/10,"張貼於：9 月 10 日
Gears 5 足以成為GOW系列有史以來最佳的單人劇情，遊戲的風趣幽默跟嘴砲實力甚至超越Uncharted秘境探險系列，想想德瑞克*4有多嘴，加上人物表情跟動態捕捉的大幅進步讓本次作品動畫水準直逼頑皮狗等級的逼真，其中槍戰的各式各樣煙火秀更是毫無疑問讓該作站上2019射擊遊戲巔峰，至於遊戲整體畫面更是十足水準該作品絕對夠格稱為殺手級畫面之作，然而回歸到劇情上5代整個主線走完的沉重度卻是最深沉最讓人不捨的一代，難過程度更勝過前1-3代的玩家會想起當初的老隊友與妻子橋段，Gears5毫無疑問的做到了給系列作玩家一個交代，一個如此之好的作品卻又是深深的磨難著系列玩家的感情

PS:
抱怨優化爛跑不順的玩家到底是用多爛的配備在跑才能講出這種鬼話？
這遊戲特效全開明明美輪美奐又能完全順暢發揮性能，
顯卡驅動不更新已經夠有問題，
結果作業系統也不更新是玩盜版怕人知？"
Gears 5,6,0,702,1,26.2,9/15,"張貼於：9 月 15 日
優點:

遊戲優化很棒 畫面開建議設定不會掉幀

槍枝打擊感佳 爆頭斷肢炸身體搭配音效真的爽

遊戲人物很多互動 歡樂嘴砲不會沉悶

多人連線對戰 劇情戰役加上三種線上模式 與好基友一起同樂


缺點:

劇情戰役常有卡頓 尤其過門讀取的部分 不是很流暢

中文翻譯品質差 ESC翻成撤離模式是什麼鬼?

惱人出戲的中文配音 聽著既無力又有點好笑 可以把中文配音的經費拿去做好字幕翻譯嗎?
(簡體語言是英文配音)

持久戰糞介面 每回合都跳出來打斷節奏 嚴重影響遊戲體驗


總結:

以遊戲定價來說還是推薦

很多細節可以再做得更好

但感覺遊戲開發方不是很重視

難怪遊戲人氣一直起不來"
Gears 5,9,0,301,-1,41.5,9/12,"張貼於：9 月 12 日
前面的劇情還可以~我還想給正面評價
後面居然和質量效應3一樣強迫選擇
加上Bug種種以及音效語音的問題
這些問題發生在中小遊戲公司，我或許可以接受
但做了5代的3A大作還有這樣的問題...
我沒辦法給予正面評價

Bug
1.多人連線莫名斷線，重新連線後技能全部歸0，若是在25-30 Run後斷線角色比AI還薄
2.單機輔助機：傑克偶爾會智障無法撿東西
( 看的到物品但E沒跳出來無法按 )遇到此Bug一定要重開遊戲
3.明明下載HD材質，但過場動畫常常就是不載入
( 我只有過場會發生，且還會ABC角色是HD材質但D角色不是=w= )
4.與STEAM好友連結根本找不到用戶，事實上社交內的第一個選項中加入XBOX好友才有用
5.中文配音死魚超難聽，繁中強制綁中文配音，要英配一定要切到簡中
6.單機路線硬是給你一個主角2選1，主角不用錢和衛生紙一樣可以用玩丟棄
7.很多人說會閃退，我自己沒遇過，但和我一起買的5位朋友有一位會"
Gears 5,6,0,217,-1,0.4,9/15,"張貼於：9 月 15 日
一個遊戲可以做到沒聲音也是厲害。
還要玩家自己上網找解答。"
Gears 5,4,1,59,-1,21.1,10/10,"張貼於：10 月 10 日
爛遊戲
連線的問題都過多久了還不修!
是不會等測試完整在上線嗎~?
整個等待都落空了!!!!"
Gears 5,5,0,77,-1,18.7,9/16,"張貼於：9 月 16 日
反复GW502跳出，根本无法正常游戏"
Gears 5,3,1,52,-1,149.9,10/3,"張貼於：10 月 3 日
连线功能完全不行"
Gears 5,2,3,128,1,29.0,9/13,"張貼於：9 月 13 日
除了散步還是散步還是玩持久戰好了"
Gears 5,6,3,149,1,0.1,11/24,"張貼於：11 月 24 日
顯然我沒這個資格去玩
買了一個讓我開了又關 關了又開 然後連結失敗的遊戲~
因為看過YT實況覺得遊戲還不錯才給讚~"
Gears 5,2,1,84,1,14.8,9/16,"張貼於：9 月 16 日
十四个小时打完，在开放地图的时候到处摸，最开始开放世界给人的感觉还不错，但是到后面就觉得有点繁琐和拖慢游戏节奏了，剧情总的来说还不错，就是选人的时候有点突兀。总的来说还不错，撤离战和持久战还没体验，以后再说吧"
Gears 5,3,0,792,1,14.2,9/11,"張貼於：9 月 11 日
只玩過PC一代，當時就覺得這款動作很順，畫質佳

現在五代竟然有上STEAM當然支持一下"
Gears 5,4,1,105,-1,33.9,9/16,"張貼於：9 月 16 日
這遊戲的迴避系統根屎一般的存在，經常誤判。"
Gears 5,4,14,58,1,103.5,11/8,"張貼於：11 月 8 日
斷線~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~

連不上~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~

無法加入組隊 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~

早知道不買了... 幹"
Gears 5,7,2,37,-1,0.2,9/10,"張貼於：9 月 10 日
我有特殊癖好 我是因為享受閃退才買這遊戲的 但我已經退款 它一分鐘閃一次太少了
I bought this wonderful game because i want to enjoy game crashed, but it disappointed me, it only crashed every minute once."
Gears 5,4,2,52,-1,21.5,9/24,"張貼於：9 月 24 日
設計不良
語言問題
重選難度進度居然重來 傻眼 怒刪遊戲"
Gears 5,6,0,"1,335",-1,19.0,9/10,"張貼於：9 月 10 日
遊戲還不錯，主線很棒，但是缺點就是一直GW502，
伺服器狀況糟糕到不行，等修好我在改回正評"
Gears 5,2,0,376,1,5.6,9/15,"張貼於：9 月 15 日
GW505什麼鬼"
Gears 5,2,1,29,-1,131.3,11/2,"張貼於：11 月 2 日
偶爾會閃退,自訂遊戲體驗非常差,已經滿人的遊戲還是出現在列表上,搞個更新列表不知道有什麼意義"
Gears 5,2,0,225,1,0.8,12/1,"張貼於：12 月 1 日
射擊手感與畫面細緻度無可挑剔，
但請把字幕跟語音還給我們玩家！"
Gears 5,5,0,95,-1,1.1,9/10,"張貼於：9 月 10 日
總算等到上市可以來評論了
都什麼年代了還在綁定語言
配音還不能調是哪一招?"
Gears 5,4,0,44,-1,14.2,12/4,"張貼於：12 月 4 日
這是我玩過最糞的遊戲
BUG一大堆，而且是會卡關的那種
逼你一定要RE一次
然後繁體中文角色沒有台詞字幕還閃退是哪個低能兒設計的
繁體中文綁定垃圾中配又是哪個天才想出來的?
這種垃圾遊戲別說打五折賣四百
你就是送我 我都不爽玩

微軟你媽死了?"
Gears 5,1,0,31,1,13.5,12/26,"張貼於：12 月 26 日
2019 3A遊戲還不錯玩"
Gears 5,1,0,61,-1,1.2,12/24,"張貼於：12 月 24 日
多人已經沒麼人在玩了"
Gears 5,2,0,353,-1,8.7,10/5,"張貼於：10 月 5 日
主線之外的設計都顯得內容不足
尤其多人模式，乍看之下很多模式，但都欠缺設計，多數大概玩個一兩次就索然無味
幸好她的價格也只有858元台幣，那也就罷了
不過個人還是不太推薦這款，但如果你在意的是主線玩法，享受畫面就夠了
那應該還是很划算吧"
Gears 5,1,2,18,-1,67.0,9/23,"張貼於：9 月 23 日
用WIN7玩 就一直跳GW502讓遊戲崩潰，同樣配備用WIN10就沒問題"
Gears 5,1,0,41,1,25.4,9/14,"張貼於：9 月 14 日
漂亮的場景燈光，了不起的美感。
目前玩起來沒遇到甚麼BUG，還沒開始連線所以連線部分還不清楚，大部分都還滿不錯的比上一代好玩更多!!"
Gears 5,2,0,19,-1,20.0,9/14,"張貼於：9 月 14 日
為甚麼沒聲音"
Gears 5,2,0,76,-1,0.2,9/13,"張貼於：9 月 13 日
遊戲內容算是很滿意，戰役好玩，多人連線對戰有趣

但是戰役部分常有npc消失,人物易位,無法拿取物品 等奇怪bug

而多人部分連線品質非常糟糕，常莫名其妙的跳出遊戲，說伺服器斷線

有興趣的人建議再觀望一陣子，把這些奇怪的事情修好後，才會有良好的遊玩體驗"
Gears 5,3,0,35,-1,14.5,9/11,"張貼於：9 月 11 日
連線一直斷線根本無法進行遊戲

畫面雖好 那基本社群功能竟然作不好

身為主打的遊戲玩程度竟然這般..."
Gears 5,1,0,217,1,28.1,9/10,"張貼於：9 月 10 日
遊戲還算不錯 還沒看到什麼缺陷
還有如果想聽英文語音就轉簡體中文 這是現在唯一最簡單的方法了 :\"
Gears 5,3,3,126,-1,4.2,12/21,"張貼於：12 月 21 日
幹你X的連線很困難耶出在steam用steam連線很困難硬要用xbox來邀請是在哈囉 幹X娘 🌿🐔👋耶"
Gears 5,2,0,47,1,14.8,9/18,"張貼於：9 月 18 日
非常棒的劇情

雖然跟前三代那樣史詩的劇情相比稍嫌不足

但還是屌打市面上大部分的遊戲

還解釋了獸族的起源和凱特的身世

如果能夠選擇繁體中文+英語發音就非常完美了"
Gears 5,3,0,101,-1,33.8,9/12,"張貼於：9 月 12 日
閃退非常多次 一大堆bug 體驗糟糕"
Gears 5,2,3,69,-1,14.3,9/21,"張貼於：9 月 21 日
劇情模式短,bug多得誇張...例如重啟章節後沒有怪物重生,沒有聲音,嚴重的斷線情況...等等,奉勸以劇情模式為首要的玩家們慎重考慮要不要買一隻多bug得嚴重影響遊戲體驗的遊戲。

(我沒有玩過這系列的前作,可能多bug是這系列的傳統吧XD)"
Gears 5,2,0,"1,016",-1,0.8,9/11,"張貼於：9 月 11 日
我覺得不行"
Gears 5,1,7,350,1,1.0,11/22,"張貼於：11 月 22 日
兩個月半價，挺不錯的"
Gears 5,1,3,27,1,10.7,11/3,"張貼於：11 月 3 日
畫質細膩 用心的好遊戲"
Gears 5,5,0,154,-1,53.7,9/10,"張貼於：9 月 10 日
繁體中文強制綁定中文語音
必須改成簡體中文才能原文語音
2019年的大作，在遊戲裏加個可以自由更換語音的設定應該是不難才是?"
Gears 5,2,0,27,-1,19.6,9/23,"張貼於：9 月 23 日
80% for the animation movie, 20% for the game play. But the game play still suck."
Gears 5,1,0,800,1,2.3,9/26,"張貼於：9 月 26 日
我要換英配 謝謝
他馬的鬼中配.........................."
Gears 5,4,2,473,1,10.5,11/27,"張貼於：11 月 27 日
遊戲畫質非常不錯，開到了4K極致畫質非常棒，帶中文語音很棒的，劇情也很不錯，推薦！！！！"
Gears 5,2,0,80,-1,0.5,9/13,"張貼於：9 月 13 日
我覺得很無言
我擁有XBOX360開始就一直是戰爭機器的忠實粉絲
在知道這次的版本跟自己電腦可以運行的狀態下
我直接就購買了
但不知道為何我進入遊戲看到主頁不小心按錯說自己沒有XBOX LIVE後
我就開啟遊戲後停止運作完全沒有玩到我花了2小時再下載你這樣是怎樣?"
Gears 5,14,9,47,-1,6.6,9/10,"張貼於：9 月 10 日
爛遊戲==
中配還行，不過台詞是給哪個啟智翻的???
文法聽起來像剛學中文一樣

管音量設置的可以先開除了，劇情影片聲音賊J8小聲，正常都會調大對吧
然後你如果又去玩撤離，那開場的音效絕對讓你耳膜爆炸

然後PC操作悲劇，而且打個PVP到一半常常給我斷線
由於斷線你拿不到經驗所以你會更火，然後這遊戲就喜歡一直玩你
我現在沒玩有一些細節忘了，但我他媽只覺得我只說了一半的缺點

錢夠多的自己去體會，難怪XBOX永遠都只能在任天堂索尼後面當吊車尾"
Gears 5,2,1,30,-1,4.9,9/13,"張貼於：9 月 13 日
不知道怎樣和好友連線玩"
Gears 5,4,0,72,-1,0.9,9/16,"張貼於：9 月 16 日
Always show the GW502
Cannot play this game lol...
1070 win10"
Gears 5,1,0,76,-1,2.3,9/10,"張貼於：9 月 10 日
BUG 跳出 當機
shi__ing company sell the shi__ing game"
Gears 5,1,0,230,-1,14.4,9/10,"張貼於：9 月 10 日
各種閃退加卡頓...
閃退代碼在遊玩的幾個小時內出現過兩三種
去查其中一個代碼結果讓人傻眼...說是記憶體不足,建議6g
拜託一下,在遊戲中空閒的記憶體有10g耶
還有一個代碼是說顯卡問題,gtx1060 6g畫質都調最低了還可以閃退"
Gears 5,1,0,73,1,9.5,9/11,"張貼於：9 月 11 日
一開始用win7遊玩容易錯誤，跳GAME 特效不能全開直能開高而且才問40幀數
後來直接改用win10 ，遊玩正常不中離，而且讓我特效全開穩60
遊戲體驗比四代好很多，十分推薦"
Gears 5,4,0,11,-1,21.2,9/14,"張貼於：9 月 14 日
從win7 重灌到win10 1903，還是一直GW502錯誤，然後遊戲崩潰"
Gears 5,2,0,604,-1,4.0,9/11,"張貼於：9 月 11 日
用了無數種方法但是遊戲內還是沒有聲音。玩到現在都像是在看啞劇。無語了"
Gears 5,3,0,362,-1,1.6,9/12,"張貼於：9 月 12 日
雖然買了終極版但...

綁定語音?

我覺得這樣不行

配的好就算了 但配的出戲還破音是尛?"
