name,useful_num,funny_num,games_owned,recommended,hours_played,review_date,text
Garry's Mod,125,4,"1,980",1,217.4,2014/7/8,"張貼於：2014 年 7 月 8 日
整體評分 General Scores

Graphic── 畫面：☆☆☆
Character──角色：─
Scenario──劇情：─
Single player──單機：☆☆☆☆
Multiplayer──多人：☆☆☆☆☆
Durable──耐玩度：☆☆☆☆☆
Feature──特殊賣點：最多樣的多人遊戲模式＋不會終止的世界擴充。Most diverse multiplayer modes + Doesn't terminate the world expanded.
Rating──整體給分：9.5/10


心得與簡評 Review and Comment

It's not a game. It is a new world.

我花了很多時間在思索，究竟要怎麼撰寫Garry's Mod（下稱GMod）的評論。
這是一款沙盒遊戲，他，甚麼也沒有，卻讓你擁有全世界。
他有一堆道具和遊戲模式，主流的、非主流的，很多樣、很細緻。
I spent a lot of time thinking about how to write a Garry's Mod (GMod) comments.
It's a sandbox game so that has nothing, but let you own the whole world.
Gmod got tons of props and game modes including the mainstream and non-mainstream styles, very diverse and detailed.

想玩射擊遊戲？有，GMod有。
想玩躲貓貓？有，GMod有。
想玩殭屍生存戰？有，GMod有。
你想得到的、想不到的，他都有。
就算沒有，他也有足夠的工具，讓你創作出理想的遊戲。
他就是這樣的一款作品，當你沒有想法時，他給妳模式遊玩。
當你有想法時，他擁有工具與大量的工作坊物品，給妳創作素材。
Want to play shooting games?Yes, GMod has it.
Playing peekaboo?Yes, GMod has it.
Want to play zombies fighting for survival?Yes, GMod has it.
The type you can imagine in mimd, it has.
If doesn't, it has plenty of tools letting you create one.
It is such a work, it gives you game mode to play when no idea come out your mind.
When you have the idea, it has lots of tools in Steam workshop and a large number of items giving you the material to create a new world.

單機的部分，我的評分著重在GMod的創作成分，雖然易上手，
但不容易做出精美的場地，是個入門容易出師難的樣板。
因此，小扣他一星。
多人遊戲的部分，GMod極盡完美的讓大家能一起同樂。
不管是躲貓貓，還是殭屍，或是恐怖分子，各種模式都能讓人發笑。
不是遊戲好笑，而是大家一起胡鬧的感覺，惹人發笑。
也因此，他成為一款耐玩至極的遊戲。
模式太多，只要願意嘗試，換個模式就不容易膩。
The part of components about single-player mode of my score focuses on the creation of GMod.
Although it accessible, but doesn't easy to make a fine piece. Therefore, the small clasp it a star.
The Multiplayer mode of GMod is perfect so that we can have fun together.
Whatever is PropHunt, or Zombie Survival or Terrorists mode, all kinds of patterns can make people laugh and smile.
Not because of the game, but some stupid actions when we be in GMod.
As a result, it became a resistance to playing extreme games.
It has too many patterns just need the willing to try, or change another game mode is not easy to get fed up with it.

玩膩了打打殺殺的遊戲？
玩膩了為了生存，爾虞我詐的遊戲？
玩膩了只有自己一個人，只能笑在心裡的遊戲？
請試試看GMod。你會覺得自己像個孩子，像個第一次接觸遊戲的孩子。
在遊戲的世界裡，我們都只是孩子。
忘卻煩惱，正是遊玩的目的。
GMod，正是通往這個世界的門，全新的視野將在您眼前開展！
Tired of playing killing games?
Tired of playing for survival, intrigues of the game?
Tired of playing only own one, can only laugh in the heart of the game?
Try GMod. You'll feel like a kid, like a child who first contact with the game.
In the game's world, we are all just kids.
Forget the troubles is the purpose of play.
GMod is a door to the world, new horizons will be carried out in front of you!"
Garry's Mod,98,1,682,1,13.2,2014/1/15,"張貼於：2014 年 1 月 15 日
超．級．好．玩
我玩了一個小時就愛上他了（炸）
(´ಠ◞౪◟ಠ)自由到無法無天的沙盒遊戲
如果你跟我一樣喜歡樂高跟Minecraft　我猜你也會愛上這款遊戲

不過說真的，你的時間也要夠多ＸＤ　一開始需要的熟悉時間還挺多的"
Garry's Mod,56,1,728,1,114.9,2013/11/27,"張貼於：2013 年 11 月 27 日
正因為甚麼都沒有，才能創造全世界

沒有，甚麼都沒有。Garry's Mod 的樂趣要由自己創造自己編寫，不要覺得複雜，它真的很簡單，比起很多沙盒遊戲更厲害更自由，它的世界由你來創造你來定義。

透過Steam 創意工坊的模組，讓遊戲變得豐富有趣，即使你不會或不想創造。那還有各種多人同樂的模式(躲貓貓、電影院、鬼抓人...等。)"
Garry's Mod,61,11,70,1,41.8,2015/12/28,"張貼於：2015 年 12 月 28 日
一個人玩😅
多人玩😂
下載要的模組😄
有一輩子玩不玩的槍枝
一對堆神人做出的地圖😕😐😄
上百總晚玩法
只要一碗便當錢就可以玩
賽車 槍戰 格鬥 角色扮演 恐怖遊戲
不會英文沒關係
有內建繁中
結論好遊戲不玩嗎"
Garry's Mod,31,2,369,1,380.8,2017/11/28,"張貼於：2017 年 11 月 28 日
GarrysMod我從免費的第9代玩到現在已經遠遠超過Steam現在紀錄的時間了，這款是少數我真心推薦的好遊戲。

每次打開遊戲都會思考著今天想玩什麼模式，是加入線上與其他玩家互相算計、合作呢? 還是打開單人沙盒模式遊玩，宛如回到小時候自己一個人玩樂高的感覺。
GarrysMod以前就可以免費下載模組(Addons)來擴展遊戲的可玩性，而現在則是靠著工作坊就可以輕鬆搜尋喜歡的類型。

而最令我驚嘆的是GarryMod的遊戲性，每天都會有不一樣的體驗，不管是多人還是單人。而且也有著壯大與牢固的社群。
想玩現在正夯的大逃殺(BR)? 沒問題，GMod有。 想玩狼人或奇樂? 沒問題，Gmod有個叫TTT的模式。

Garrysmod算是少數還可以體驗到2006年左右Source模組的黃金時代的遊戲。
或許你有聽過Zombie Panice Source、Zombie Master、Obsidian Conflict、Pirates, Vikings, and Knights，這些都是當時的產物。

Garrysmod真的值得您嘗試。"
Garry's Mod,29,2,5,1,49.4,2017/6/12,"張貼於：2017 年 6 月 12 日
真心覺得好玩 推薦
但是跟朋友一起玩會比較有趣"
Garry's Mod,43,21,93,1,17.1,2015/12/30,"張貼於：2015 年 12 月 30 日
價錢很低的一款多人(惡搞)遊戲www

是一款拿來破壞友情的好遊戲(?"
Garry's Mod,31,5,65,1,215.4,2017/4/4,"張貼於：2017 年 4 月 4 日
這遊戲只有一個原則
有朋友一起=神作
沒朋友一起=糞game"
Garry's Mod,23,21,39,1,10.2,6/26,"張貼於：6 月 26 日
沒朋友..."
Garry's Mod,34,0,28,1,250.7,2014/5/2,"張貼於：2014 年 5 月 2 日
適合與朋友一起同玩的遊戲"
Garry's Mod,31,0,270,1,20.6,2016/1/3,"張貼於：2016 年 1 月 3 日
想玩什麼都可以的強大遊戲！(躲貓貓、人狼…)
前置作業有點麻煩(需要裝一堆模組)
沒朋友有趣度會大大降低(T_T)"
Garry's Mod,30,18,10,1,350.8,2018/2/13,"張貼於：2018 年 2 月 13 日
很好玩 但沒朋友很孤單所以加個朋友意起玩吧
(拜託加我)"
Garry's Mod,17,6,17,1,41.7,3/30,"張貼於：3 月 30 日
希望有人可以跟我玩"
Garry's Mod,15,13,48,1,31.8,4/14,"張貼於：4 月 14 日
跟朋友一起玩,製造了太多歡樂回憶了(重點是你要有朋友)"
Garry's Mod,27,5,"1,245",1,"2,483.5",2015/9/29,"張貼於：2015 年 9 月 29 日
玩了Gmod幾千小時後
心得都寫到了巴哈版上

http://forum.gamer.com.tw/C.php?bsn=19869&snA=1516&tnum=3

原本只是HL2的模組，但就跟CS從模組演化到一款遊戲一樣的精彩，Gmod的自由程度讓玩家能夠在遊戲裡自創遊戲，建造任何想要的東西。就算不深入到插件製作，現今的工作坊也有百百種的遊戲模式、武器、模組、插件任君挑選，也有許多的遊戲伺服器可以直接加入與人同樂。非常適合有創造心的玩家。"
Garry's Mod,15,22,89,1,"1,034.2",6/30,"張貼於：6 月 30 日
朋友是甚麼 能吃嗎"
Garry's Mod,20,5,59,1,"2,091.7",2015/6/23,"張貼於：2015 年 6 月 23 日
需要 HL2 CSS CSGO
但是玩起來真的很爽 x)
尤其是跟朋友在一起耍腦
附註 : 太過於認真就不好玩了"
Garry's Mod,14,1,116,1,"1,692.1",2016/6/14,"張貼於：2016 年 6 月 14 日
自由度高 模組多元 模式也很多!!!!! 讚!!!!!!"
Garry's Mod,37,0,277,1,507.1,2014/6/20,"張貼於：2014 年 6 月 20 日
能跟朋友一起建造奇葩(X

還有很多的模式可以玩

ex : 滑雪 死奔 ZS PH TTT...等等

如果覺得有點膩 試著去逛逛工作坊

F H R I T P :?"
Garry's Mod,18,12,39,1,107.6,2018/1/5,"張貼於：2018 年 1 月 5 日
沒有朋友千萬不要買這個遊戲，因為這個遊戲沒有朋友會很無聊 但推薦"
Garry's Mod,16,3,225,1,823.5,2017/6/29,"張貼於：2017 年 6 月 29 日
這遊戲令我走火入魔，廢寢忘食。
我唯一想抱怨的是存檔問題，要是照他遊戲內部的存檔，人物捏的所有動作會消失，都站直這樣。
但如果是F9的存檔，會有物件過多而讀不到存檔造成死檔的問題。
都要感謝精緻MOD這麼多，謝謝工作房的各位分享。

外表看似綿羊，要是不斷加裝MOD就變成滅世魔王了...
現在我每次開啟GMOD，至少進入遊戲前就要讀取十分鐘以上了，
在我個人的截圖中也有不少拍攝下來的日常捏角，但這些地圖都化做曾經了...
現在是在捏馬莉歐城堡的異形&人類&人外&怪物，不知道這個存檔能撐多久...

不用有朋友也能夠玩很久，至少我這些時數的累計都是一個人在玩的，
也謝謝我的電腦如此夠力可以給我這樣操。
如果你喜愛角色擺設&拍攝，這遊戲可以讓你玩得相當盡興。
加入那些角色，一種3D的立體藝術，看看近乎不可能相遇的角色們互動，處在一起等等。


另外就是真的有一群朋友，可以玩許多不同的模式，有名的躲貓貓阿...誰是殺手阿等等..
其實沒有甚麼無不無聊這回事，另外也有一個人玩的恐怖地圖...或者是一個人冒險地圖，
沙盒遊戲就是這麼自由，搞懂了如何捏角，如何創作物件後，自己也能成為創造者，把自己喜歡的角色擺放上工作房。

真心和各位推薦這款遊戲，當你真的想要集中在一個世界上，開啟他可以讓你認真一整天。"
Garry's Mod,12,2,43,1,545.2,4/18,"張貼於：4 月 18 日
一輩子玩不完的遊戲，建議別只是玩模組，來蓋些東西和拍些藝術照才是這遊戲的精髓啊！我甚至用這遊戲來拍動畫了呢！還不買嗎？買了等於買了幾百甚至幾千個遊戲歐!"
Garry's Mod,11,0,235,1,21.5,2018/10/31,"張貼於：2018 年 10 月 31 日
有朋友一起玩，幾乎每分鐘都在笑"
Garry's Mod,15,0,45,1,30.8,2017/6/28,"張貼於：2017 年 6 月 28 日
好玩，但是一個人會很無聊
多點人遊玩時會很好玩很瘋狂
適合多人遊玩的遊戲
但一些地圖跟模組跑圖的時候會跑很久而已"
Garry's Mod,11,7,23,1,4.0,2017/11/24,"張貼於：2017 年 11 月 24 日
沒朋友不要買"
Garry's Mod,12,5,275,1,6.8,2017/10/16,"張貼於：2017 年 10 月 16 日
一款沒有朋友不能玩的遊戲"
Garry's Mod,12,4,12,1,12.7,2017/9/26,"張貼於：2017 年 9 月 26 日
玩這個首先你要有好友"
Garry's Mod,11,5,101,1,176.2,2015/1/31,"張貼於：2015 年 1 月 31 日
Garry's Mod 是一款讓你隨機創造東西的遊戲 建出你想要蓋的東西來 還有如果要的東西遊戲裡面沒有的話你可以去Garry's Mod的工作坊裡去下載 Garry's Mod有著搞笑.恐怖的東西讓你來探索 小弟我非常推廌這款遊戲"
Garry's Mod,11,0,35,1,"1,305.5",7/6,"張貼於：7 月 6 日
玩不膩的神作，工作坊裡有著無窮無盡的模組，
有NPC，武器，載具，工具，特效等等，
我最喜歡的部分就是看NPC打鬥的部分了，十分有趣。

( 切記；沒朋友的話請三思而後行 )"
Garry's Mod,16,8,"1,661",1,9.4,2016/6/5,"張貼於：2016 年 6 月 5 日
遊戲很棒，不過下載MOD太慢"
Garry's Mod,10,16,263,1,113.9,2017/4/28,"張貼於：2017 年 4 月 28 日
垃圾遊戲，毀我青春，我再玩一會兒，就一會兒。"
Garry's Mod,9,0,7,1,6.0,2018/4/7,"張貼於：2018 年 4 月 7 日
有沒有香港人玩?
希望有人能陪我玩"
Garry's Mod,8,16,52,1,"2,135.6",2018/7/31,"張貼於：2018 年 7 月 31 日
我為什麼要在這遊戲花了兩千小時(´･ω･`)"
Garry's Mod,10,0,74,1,416.3,2014/3/14,"張貼於：2014 年 3 月 14 日
跟朋友玩會非常有感覺~自己玩會有點無聊~是和大家一起歡樂的遊戲~"
Garry's Mod,12,1,718,1,46.5,2016/7/21,"張貼於：2016 年 7 月 21 日
玩了20多個小時

我只能說
買這款遊戲一定要跟朋友玩
一個人玩真的非常無聊

因為這款遊戲本來就是設計給多人玩
遊戲的魅力很大
只要你想的到的模組,你都可以看到
很多有趣的模組等著跟朋友玩

對這款遊戲的喜好度普普通通
你知道嗎?
自己去連別人的伺服器,必需要連很久(還不一定進得去)
有時候下載的模組 還會顯示錯誤

不要看實況主玩就買
因為你要想想 你身邊有沒有朋友玩GMOD
不然就先打消念頭吧
(建議在夏日特賣還有冬季特賣與朋友一起購買 因為特賣會打很多折 最多75折)

不過還是給予好評"
Garry's Mod,8,1,26,1,66.3,6/29,"張貼於：6 月 29 日
nice game"
Garry's Mod,9,4,182,1,25.8,2018/1/29,"張貼於：2018 年 1 月 29 日
非常開放的一款沙盒遊戲，有別於一般的遊戲，Gmod是一款需要自己尋找遊戲內容，因此模組的部分也是非常多元，許多經典的遊戲模式，像：捉迷藏，誰是兇手的等等，都非常值得一玩～

假如你有一群熱愛互動的朋友，不妨購買這款適合好友同樂的沙盒遊戲吧～(*≧ω≦)"
Garry's Mod,6,1,76,1,629.0,2018/11/22,"張貼於：2018 年 11 月 22 日
跟朋友一起玩 超讚"
Garry's Mod,7,0,7,1,73.5,2017/10/10,"張貼於：2017 年 10 月 10 日
免費獲得的產品

It's very good"
Garry's Mod,7,2,79,1,"1,503.3",2016/7/2,"張貼於：2016 年 7 月 2 日
這是一個不錯的多人平台遊戲,夏季特賣也不到一百元就可以買下來了,幾個朋友一起玩十分不錯"
