name,useful_num,funny_num,games_owned,recommended,hours_played,review_date,text
真・三國無雙８,30,3,55,-1,58.4,2018/4/20,"張貼於：2018 年 4 月 20 日
一直以來都相當喜歡三國無雙系列
但這一代相當令人失望，7代猛將傳跟8代可是差了4年
感受的出所有新系統都像是要改變這遊戲的大改變
但更因如此，花了4年卻做出了這種半成品是更加讓人失望的
相信網路很多有關這些詬病系統的評論就不多說了

而劇情體驗上呢，先撇開7代猛將的IF線，只講本傳
劇情上以7代猛將來比較，每個戰役都有各固定操作的武將，在劇情代入上更能體會各武將的想法和關係等等
而8代把劇情隨各角色散開，為了更完整的劇情體驗，就必須要每個角色都破到一那個章節
這造成相當讓人不愉快的主線重複感跟極低的回饋感，到最後一定都是開天堂難度直接去撞最後武將
而為了讓劇情理解上更順暢，遊戲代入感早就被稀釋掉。

我是以曹操起手，各武將的加入或戰死離隊都相當突然
這造成除了正在遊玩的該武將以外，其他武將的人物刻劃變得相當薄弱
8代的典韋保護曹操後戰死我完全感受不到難過，而7代猛將除了典韋，郭嘉的離世，夏侯淵的戰死等等
這些明明在7代帶來感動且重要的劇情，在8代要體會全部就要一直重打相同的關卡

依我個人看法，7代猛將劇情是以勢力為單位，而8代是以各武將為單位，這可能是為了配合開放世界而做的改變吧

當然7代猛將也因為這樣，很多武將只能看他們在劇情中過個場，也是我當初期望8代能改善的地方
而8代算是改善了這一點，讓各武將有一個劇情交代，但你知道的，就是個半成品。
像我玩新武將辛憲英，基本上只有多一個結局動畫，剩下都是跟其他武將重複的關卡，所以如果要看完全部晉傳的劇情，對，通通再打一輪

另外模組對話的劇情，動作有夠不順暢，重複且簡陋，看到某段曹丕走下樓梯的模組動畫，我還以為我在玩10年前的老遊戲
嘴巴跟聲音好歹對上好不好，真的是浪費聲優和人物設定

只有畫質特效有跟上時代，動作模組有很大的進步空間
期望有8代猛將甚至9代能改善這一切
另外之後的無雙蛇魔，不要再砸自己的招牌，8代已經讓多少粉絲心碎了"
真・三國無雙８,18,1,190,-1,54.1,7/6,"張貼於：7 月 6 日
我熱愛真三國無雙系列,小時候在掌機上玩了很久,等到有了電腦也買了7代.
這款真三無雙8因為首發聽說問題很多,拔中文所以沒有第一時間就買.
我本體半價入手時,已經有中文,勾鎖也沒那麼噁心了.


優點:
1.首先光榮對這遊戲的態度我覺得已經很好了,前期雖然各種風騷操作
--但在評價大跌後,仍然有去搶救,當然這是跟光榮自身之前的比較(笑)
2.人物本身模組很漂亮,配上拍照系統,能讓人很沉浸在其中.
3.動作系統大改變,不是以前的c技了,改成流水系統,變得複雜很多
--但沒有招式表,所以要練習比較久才能精通一隻角色及武器.

缺點:
1.優化太差了,我的電腦跑奧德賽 巫師這些開放世界禎數能穩定在40趴上下
--但這款如果不強制設在30禎,整場像幻燈片,而強制設在30禎,仍然只有20
--不只我一個這樣,好友也遇到了,而且比我更慘.
2.人物臉模是漂亮的,但在地質等其他細節就呈現的比較粗糙
3.主打開放世界,這裡有點失敗,地圖太大,雖然馬跑的快,但有時還是得傳送
--而傳送或是過場畫面的讀取都有點久,導致我覺得有割裂感.
--只是把傳統的關卡分別丟在這張大地圖(以前比較好)
4.支線我無法理解,直接在附近生東西讓你打,我玩幾次就忽視了

無雙這種傳統類的遊戲,我知道光榮是想更契合現在的流行玩法
避免一成不變,讓人厭煩,但這次的改變感覺就是改變太大
導致自己的迷失,無法保持原有的爽快,改變最多的開放世界也用的不好
當然在武器系統上的改進,我認為是成功的,變得更加有趣

我想抱怨一下,光榮把7代晋國那些黑科技武器拔掉,是為了更貼近現實嗎?
還是懶惰阿(還我鍾會哥哥的飛翔劍)結果我覺得滿寵那把也蠻黑科的阿

對光榮,我是喜愛的,但恨鐵不成鋼阿,這次變革有好有壞,但我對這款不太推
原價入手,季票我只買2而已,如果你有興趣不妨先下載試玩版試試吧

我只期待三國9或是之後的作品,光榮能在創新跟傳統取得相應的平衡."
真・三國無雙８,60,9,22,-1,1.7,2018/2/18,"張貼於：2018 年 2 月 18 日
大啦機!!!
優化爛
強制拔掉中文語系真的豪屌哦
一開始鎖就算了,可以用註冊碼修改
結果更新後強制拔掉耶~蒸蚌!
優化不做,把玩家搞不爽這方面真的做得非常 好!
根本是看準有些玩家已玩超過兩小時無法退費
之後再打算賣一波中文版?
矮額吃像難看
好險林北只玩104分鐘,趕快退費"
真・三國無雙８,61,3,156,-1,439.8,2018/2/16,"張貼於：2018 年 2 月 16 日
雖然已經有中文了還是不太想給好評，
某些角色的武器根本亂配，
有些角色故事劇情太短，
冷門角色玩過一次大概就不會再玩，
司馬懿的日配完全失敗。"
真・三國無雙８,44,2,446,-1,188.2,2018/2/15,"張貼於：2018 年 2 月 15 日
今天剛收，結果更新一個強制不支援中文補丁...
遊戲雖然不卡但人多就出現慢動作

看來也只有退款這條路了"
真・三國無雙８,42,16,24,-1,1.4,2018/2/24,"張貼於：2018 年 2 月 24 日
我TM尽然买了，没错我就是为了给个差评。"
真・三國無雙８,41,2,53,-1,2.1,2018/2/16,"張貼於：2018 年 2 月 16 日
新年鎖中文,以後都唔買你啲垃圾GAME"
真・三國無雙８,18,4,"1,482",1,2.9,2018/11/3,"張貼於：2018 年 11 月 3 日
蛇魔3可以讀取共鬥版的存檔
換八代的衣服，讚"
真・三國無雙８,27,0,343,-1,42.8,2018/2/25,"張貼於：2018 年 2 月 25 日
鎖語言不能忍"
真・三國無雙８,50,2,330,-1,6.4,2018/2/15,"張貼於：2018 年 2 月 15 日
不得不出來寫這篇
三國無雙系列我一直很喜歡有在支持
不管事哪個平台哪個版本我都各買一套支持
這次的真三國無雙8也不例外
PS4 Pro和PC都各買了一套
遊戲一上市就直播這遊戲
當玩這遊戲的時候我的觀眾只剩下平常的一半以下
平常約1000人在Twitch上看(約等於同類型大陸直播雄虎魚Tv人數10萬人氣)
玩這遊戲剩下200~300但我還是非常開心的直播下去
說盡了各種對三國無雙的好話，要大家支持這遊戲
結果2/15今天卻強制更新不給中文玩，真的很惡劣
這讓我非常難過，光榮對於中文市場的不友善
強制要人玩卡頓嚴重的PS4Pro版又一堆Bug
假佛心出中文版，我覺得你們還是去吃土吧"
真・三國無雙８,14,20,14,1,2.7,2018/12/26,"張貼於：2018 年 12 月 26 日
自由模式
武將選黃蓋
任一勢力故事皆可
小任務選鬪技場
找仙人挑戰
挑戰武將選擇全女武將
暫停選擇拍照模式
我不說,你們懂的"
真・三國無雙８,39,3,152,-1,7.2,2018/2/16,"張貼於：2018 年 2 月 16 日
遊戲很不錯，個人PC還跑得動，就是不能繁體
英文看得懂一點點，就是少了什麼
PC版不出繁體，那你可以不要出PC阿
對我們PC玩家來說這真是過分"
真・三國無雙８,34,1,189,-1,8.0,2018/2/21,"張貼於：2018 年 2 月 21 日
完全沒有做出一個半成品的態度。無論是操作，畫面表現還是人物動作都不值你的錢。緊急修正竟然還是把內藏的支援語言拔掉。
完全不推薦，它只值原價的20%。"
真・三國無雙８,34,5,88,-1,0.8,2018/2/17,"張貼於：2018 年 2 月 17 日
即買即退"
真・三國無雙８,21,2,17,-1,1.4,2018/2/19,"張貼於：2018 年 2 月 19 日
没中文我忍了，我自己看得懂英文虽然困难，优化差我忍了，我开最低配置不追求画质，那你没事干就闪退？我就不能忍了！虽然爱过！但是！退款！！！"
真・三國無雙８,37,4,53,-1,1.1,2018/2/14,"張貼於：2018 年 2 月 14 日
兩個字形容垃圾遊戲，第一不支持中文，第二不支持Xbox 手把，第三鍵盤都有問題，你叫我們點玩"
真・三國無雙８,42,9,246,-1,90.9,2018/2/13,"張貼於：2018 年 2 月 13 日
中文呢?
大過年的連華人圈最紅的三國無雙竟然沒有中文"
真・三國無雙８,22,0,59,-1,17.6,2018/2/26,"張貼於：2018 年 2 月 26 日
有中文不給開放
以後拒買光榮了"
真・三國無雙８,28,0,18,-1,98.1,2018/2/19,"張貼於：2018 年 2 月 19 日
我是看到可以修改中文才買的~現在他把中文鎖住...我都不知道我為甚麼要買了..."
真・三國無雙８,19,1,"3,280",-1,19.8,2018/11/4,"張貼於：2018 年 11 月 4 日
本身都不想留下負面評論,但忽然間發現多了一堆XXYY使用券就心知不妙...
出甚麼共闘＆体験版,真後悔當初入了SEASON PASS退不了款..
根本改好裡面空洞的遊戲內容+環境+再一步改善性能系統就沒多大問題..(因機能問題已購買PS4版本裡白金這遊戲)
而你們就將本身己沒多少的東西再分得支離破碎的引人中伏...太過份了吧...
勸告有意進行遊戲或購買的玩家.要等再減價才好買/去買大蛇3會更好體驗
都不要購買支離破碎的使用券,當中文鴦故事只得一章,而徐庶故事也是更短,不太記得足不足一章節..."
真・三國無雙８,40,2,43,-1,23.4,2018/2/13,"張貼於：2018 年 2 月 13 日
優化爛的可以，而且不給中文是怎樣"
真・三國無雙８,20,3,54,-1,33.0,2018/2/16,"張貼於：2018 年 2 月 16 日
你拿我原本是中文的歷史故事做遊戲 還拿掉中文 不給差評要給甚麼"
真・三國無雙８,27,1,169,-1,2.1,2018/2/22,"張貼於：2018 年 2 月 22 日
優化差
沒開放中文
已退費"
真・三國無雙８,24,1,"7,031",-1,26.9,2018/2/15,"張貼於：2018 年 2 月 15 日
2018年了，思维还停留在20年前，难怪游戏内核也是20年前的"
真・三國無雙８,23,2,44,-1,2.1,2018/2/17,"張貼於：2018 年 2 月 17 日
新年鎖中文，果斷退款。"
真・三國無雙８,23,1,44,-1,8.5,2018/2/18,"張貼於：2018 年 2 月 18 日
優化差"
真・三國無雙８,11,1,508,-1,10.2,2018/2/15,"張貼於：2018 年 2 月 15 日
本來可以自己修改中文開心玩的，2月15號（今天）一個更新就封了中文修改方法，是想ps4版賣多點？我用pro玩真三八時就各種卡，卡到我眼都瞎了，這玩得下去，好在我電腦（7700k+1080ti sli)可以高高興興玩不用眼痛， 現在連本來有的中文也搞沒，不想過年是吧！暗榮"
真・三國無雙８,14,4,383,-1,1.9,2018/5/13,"張貼於：2018 年 5 月 13 日
首先，我是跳過七代直接玩八代，也是從PS3上的平台轉為電腦後的第一個無雙。
購滿時已經有中文版了，也有日文中文語音等，關於這方面是不想給什麼評價。

即使不管負評也是買下，一個多小時懷著期待的心情下載完後進入遊戲就傻了。
這是什麼流暢度?我差點以為我在玩駭客任務躲子彈。顯示卡1050居然能有如此
表現。於是還是調整了一下解析度，算勉強可以玩了...接下來到地圖上，又發
現人物會三不五時飄一下。其實一開始還頗不為意，以為是遊戲正常設定，結果
到了弓箭射擊教學時我就懂了，根本是相衝的問題，而且還沒辦法把滑鼠功能關
掉?。目前XBOX ONE的手把玩其他遊戲都沒問題，就這款有。

可惜3D建模師把模組拉得這麼漂亮，卻被這系統給毀了。這快兩千的遊戲真的不
太值得。想入手者請三思，目前申請退費中。"
真・三國無雙８,6,1,22,1,1.3,10/20,"張貼於：10 月 20 日
有感受到這遊戲想表達的東西，
但許多的優點拆開來看是優點沒錯，
優點合起來卻成了一個巨大的缺點，
空洞的大地圖成了負擔，
而大部分的時間卻又要跑這個空洞的大地圖，
戰鬥部分除了武將，小兵很容易跟發呆沒兩樣，
還有太農了，作業感很重，
開放世界的一騎當千，卻還是用故事流程限制了一切，
如果繼續堅持讓劇情繼續走歷史，
那不管多好的創意都只能被框架限制，

最終，這遊戲我還是願意推薦的，如果能-75%賣的話。"
真・三國無雙８,12,1,126,-1,1.2,2018/6/27,"張貼於：2018 年 6 月 27 日
這款是相當的雷阿...
十多年前家人在PS2上面玩真三國無雙3
那時候我還小只有看的份
長大之後家人又把PS2賣了
整個少年時期真正玩過的無雙就只有PSP上的無雙大蛇
過去這麼多年我早已不是當年那個懵懂無知的小孩了
三年前自己組了一台電腦之後玩過的遊戲也有幾十款了
這次夏季特賣為了一圓當年的心願原價買了這款真三國無雙八

雖然年初的時候就看到很多負面的新聞
什麼攻城系統很雞肋，暗榮偷改中文語音和界面
我以為衝著情懷就算是再爛的遊戲我都可以
但事實證明我低估了真三八有多爛...
一樣的價格，在Steam上可以買打折的尼爾自動人形
補一點錢，能買打折之後的巫獅3+GTAV
有這個錢真多別砸在這糞Game上面

果然壓倒性負評的不是隨便說說的"
真・三國無雙８,20,0,44,-1,16.5,2018/2/21,"張貼於：2018 年 2 月 21 日
系統方面惡意刪去中文日文語言
遊戲方面做了個超大地圖卻只可以打小兵動物,沒其實是可做,新的攻城工具完全沒有用,劇情老土,演出生硬,失去了以前不是開放世界時關卡變化性,又沒有自由度,沒買的等帝王傳再看看吧"
真・三國無雙８,7,1,117,-1,58.4,2018/2/15,"張貼於：2018 年 2 月 15 日
垃圾光榮。 別以為3月出進擊巨人2我會買單
永遠不在買你的閹割版遊戲"
真・三國無雙８,8,2,238,-1,0.1,2018/11/22,"張貼於：2018 年 11 月 22 日
媽的 侮辱玩家智商"
真・三國無雙８,9,3,261,-1,15.1,2018/11/3,"張貼於：2018 年 11 月 3 日
抵制不良遊戲人人有責
當衝首發預購的玩家都傻子
對我們是傻子
所以暗榮 不是我爸爸"
真・三國無雙８,12,1,153,-1,28.4,2018/3/2,"張貼於：2018 年 3 月 2 日
爛透了 把原本有的東西拔掉 第一個遊戲給的差評就給你了"
真・三國無雙８,8,1,821,-1,0.7,4/27,"張貼於：4 月 27 日
免費體驗版本想玩3個腳色看看
結果我一個腳色都玩不完就刪遊戲了
一直要我跑NPC交任務對話送東西
尼瑪這是無雙該做的事嗎

然後那個自動尋路是怎麼回事
從沒見過一款遊戲的自動尋路可以做得如此差
十多年前的網遊自動尋路都比這好上1萬倍

如果看了這篇評論你還想試玩
那記得考慮到你的試玩並非零成本
你所花的時間都將進到垃圾堆裡"
真・三國無雙８,5,0,187,1,178.0,4/13,"張貼於：4 月 13 日
大地图很空洞，打猎钓鱼系统无聊到爆，各种支线任务太乏味，打到XX，收集XX，狩猎XX，护送XX，救援XX，希望光荣设计支线可以用一下脑子。好在游戏优化相比初期版本好很多，1070稳定60帧，贴图加载速度也比初版快很多，刚上手的话还是有不错的游戏体验，50小时后差不多就没什么乐子了。"
真・三國無雙８,11,4,58,-1,22.6,2018/3/21,"張貼於：2018 年 3 月 21 日
說真的很後悔買這款阿
想退款已經來不及了
遊玩時間都沒法超過24小時
大半時間還都是掛出來的
刪掉中文就算了連日文都沒
鎖區 ?
可還是能買阿
那是刪什麼意思的阿 ! ?
玩沒幾下就真的很懶得碰了
越做越爛 一點流暢感都沒有 還不如以前來的好 要是再給我一次機會 臉買都不想買"
真・三國無雙８,5,1,196,-1,0.4,4/30,"張貼於：4 月 30 日
暗耻到底是怎么把真三八做成一坨屎的。怪不得你们把这么一重量级IP解放成免费制度。怪不得发售这么久了一直0热度。亏我还好奇的闻了一下，可真的是一坨屎。
我没有掺杂任何个人情感因素，纯客观评价。"
真・三國無雙８,9,0,996,-1,0.1,3/14,"張貼於：3 月 14 日
相比七代系列，八代真的是全面退步，想買的玩家建議去買七代及其猛將傳。

八代大量改掉了傳統以來玩家認知的大量武將形象，從武將們專屬的武器、衣著、動作到個性，但彷彿只是為了改而改，似乎只要跟七代不一樣就行，根本不是認真思考過為何要這樣改？
光是換武器，就換到一堆武將的個性完全走偏。

再者，八代主打開放世界，可，開放世界不是玩家可以到處走就叫開放世界，你得給足玩家相對應的遊戲內容可以玩，讓玩家體會到此款遊戲所在的世界觀。
此作的開放世界內容極為空洞，甚至可以說是重複且無聊。
觀光性質也毫無意義，每座城池都差不多是那幾個模組，地理自然風光來來去去又都是那幾個樣貌，彷彿中原大地就只有一種顏色。

最後，一大堆本來應該做進來的遊戲內容，被拔出去賣DLC？季票都還可以賣到第二套、第三套？
然後，猛將傳再來一次季票123嗎？

不管這些DLC影不影響遊戲體驗，光是有武將必須額外DLC購買，而非直接包在遊戲本體裡，就足夠讓玩家覺得光榮誠意不足了。"
真・三國無雙８,12,4,207,-1,5.7,2018/3/1,"張貼於：2018 年 3 月 1 日
沒中文 糞
都不能退費了才鎖中文"
真・三國無雙８,12,1,47,-1,35.9,2018/2/28,"張貼於：2018 年 2 月 28 日
沒中文,第一次負評就送給你了"
真・三國無雙８,6,13,88,-1,105.0,2018/10/3,"張貼於：2018 年 10 月 3 日
跟陳峻毅一樣垃圾"
